featureID	Name	kingdom	phylum	class	order	family	genus	species	superkingdom	taxonomy	superphylum	subclass	suborder	subphylum
OTU_1	eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	rhodospirillaceae	magnetospirillum	magnetospirillum sp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__magnetospirillum;s__magnetospirillum sp.;				
OTU_2	uncultured opitutus sp. 	bacteria	verrucomicrobia	opitutae	opitutales	opitutaceae	opitutus	opitutus spp.	bacteria	Root;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;	chlamydiae/verrucomicrobia group			
OTU_3	rhodopseudomonas palustris 	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	rhodopseudomonas	rhodopseudomonas palustris	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodopseudomonas;s__rhodopseudomonas palustris;				
OTU_4	ay297802.1 waterlogged archaeological wood clone pach82  	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	methylocystaceae	pleomorphomonas	pleomorphomonas oryzae	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;				
OTU_5	rhodoblastus acidophilus 	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	rhodoblastus	rhodoblastus acidophilus	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodoblastus;s__rhodoblastus acidophilus;				
OTU_6	eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	rhodospirillaceae	magnetospirillum	magnetospirillum sp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__magnetospirillum;s__magnetospirillum sp.;				
OTU_7	af025373.1 citrobacter werkmanii str. cdc 0876_58  	bacteria	proteobacteria	gammaproteobacteria	enterobacteriales	enterobacteriaceae	citrobacter	citrobacter werkmanii	bacteria	Root;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__citrobacter;s__citrobacter werkmanii;				
OTU_8	uncultured bacteroides sp. 	bacteria	bacteroidetes	bacteroidia	bacteroidales	bacteroidaceae	bacteroides	bacteroides spp.	bacteria	Root;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;	bacteroidetes/chlorobi group			
OTU_9	eubacterium sp. oral clone ji012 	bacteria	firmicutes	clostridia	clostridiales	eubacteriaceae	eubacterium	eubacterium sp.	bacteria	Root;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__eubacteriaceae;g__eubacterium;s__eubacterium sp.;				
OTU_10	uncultured pontibacter sp. 	bacteria	bacteroidetes	cytophagia	cytophagales	cytophagaceae	pontibacter	pontibacter spp.	bacteria	Root;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__pontibacter;s__pontibacter spp.;	bacteroidetes/chlorobi group			
OTU_11	uncultured acetobacter sp. 	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	acetobacteraceae	acetobacter	acetobacter spp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__acetobacter;s__acetobacter spp.;				
OTU_12	paludibacter propionicigenes 	bacteria	bacteroidetes	bacteroidia	bacteroidales	porphyromonadaceae	paludibacter	paludibacter propionicigenes	bacteria	Root;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__porphyromonadaceae;g__paludibacter;s__paludibacter propionicigenes;	bacteroidetes/chlorobi group			
OTU_13	uncultured bacteroides sp. 	bacteria	bacteroidetes	bacteroidia	bacteroidales	bacteroidaceae	bacteroides	bacteroides spp.	bacteria	Root;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;	bacteroidetes/chlorobi group			
OTU_14	uncultured ancalomicrobium sp. 	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	hyphomicrobiaceae	ancalomicrobium	ancalomicrobium spp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__ancalomicrobium;s__ancalomicrobium spp.;				
OTU_15	uncultured spirochaeta sp. 	bacteria	spirochaetes	spirochaetia	spirochaetales	spirochaetaceae	spirochaeta	spirochaeta spp.	bacteria	Root;k__bacteria;p__spirochaetes;c__spirochaetia;o__spirochaetales;f__spirochaetaceae;g__spirochaeta;s__spirochaeta spp.;				
OTU_16	cu927348.1 towards definition core microorganisms involved digestion mesophilic anaerobic digester which treats municipal wastewater sludge clone  	bacteria	proteobacteria	betaproteobacteria	rhodocyclales	rhodocyclaceae	rhodocyclus	rhodocyclus tenuis	bacteria	Root;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__rhodocyclales;f__rhodocyclaceae;g__rhodocyclus;s__rhodocyclus tenuis;				
OTU_17	cloacibacterium normanense 	bacteria	bacteroidetes	flavobacteriia	flavobacteriales	flavobacteriaceae	cloacibacterium	cloacibacterium normanense	bacteria	Root;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__cloacibacterium;s__cloacibacterium normanense;	bacteroidetes/chlorobi group			
OTU_18	ay267192.1 pseudomonas veronii str. 16_6a  	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	pseudomonadaceae	pseudomonas	pseudomonas veronii	bacteria	Root;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas veronii;				
OTU_20	propionicimonas paludicola 	bacteria	actinobacteria	actinobacteria	actinomycetales	nocardioidaceae	propionicimonas	propionicimonas paludicola	bacteria	Root;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__nocardioidaceae;g__propionicimonas;s__propionicimonas paludicola;		  actinobacteridae	__propionibacterineae	
OTU_21	uncultured stenotrophomonas sp. 	bacteria	proteobacteria	gammaproteobacteria	xanthomonadales	xanthomonadaceae	stenotrophomonas	stenotrophomonas spp.	bacteria	Root;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__stenotrophomonas;s__stenotrophomonas spp.;				
OTU_22	uncultured ruminococcus sp. 	bacteria	firmicutes	clostridia	clostridiales	ruminococcaceae	ruminococcus	ruminococcus spp.	bacteria	Root;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__ruminococcaceae;g__ruminococcus;s__ruminococcus spp.;				
OTU_23	ab079679.1 rhodopseudomonas sp. hmd89  	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	afipia	afipia sp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__afipia;s__afipia sp.;				
OTU_24	ab079679.1 rhodopseudomonas sp. hmd89  	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	afipia	afipia sp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__afipia;s__afipia sp.;				
OTU_25	azospirillum amazonense 	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	rhodospirillaceae	nitrospirillum	azospirillum amazonense	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__nitrospirillum;s__azospirillum amazonense;				
OTU_26	fj596644.1 acinetobacter junii str. p1  	bacteria	proteobacteria	gammaproteobacteria	pseudomonadales	moraxellaceae	acinetobacter	acinetobacter junii	bacteria	Root;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__acinetobacter;s__acinetobacter junii;				
OTU_27	uncultured ancalomicrobium sp. 	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	hyphomicrobiaceae	ancalomicrobium	ancalomicrobium spp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__ancalomicrobium;s__ancalomicrobium spp.;				
OTU_28	uncultured rhodopseudomonas sp. 	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	rhodopseudomonas	rhodopseudomonas spp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodopseudomonas;s__rhodopseudomonas spp.;				
OTU_29	dechloromonas agitata 	bacteria	proteobacteria	betaproteobacteria	rhodocyclales	rhodocyclaceae	dechloromonas	dechloromonas agitata	bacteria	Root;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__rhodocyclales;f__rhodocyclaceae;g__dechloromonas;s__dechloromonas agitata;				
OTU_30	uncultured bacteroides sp. 	bacteria	bacteroidetes	bacteroidia	bacteroidales	bacteroidaceae	bacteroides	bacteroides spp.	bacteria	Root;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;	bacteroidetes/chlorobi group			
OTU_32	gq046324.1 topographical and temporal human skin microbiome skin volar forearm clone nbw996b10c1  	bacteria	actinobacteria	actinobacteria	actinomycetales	propionibacteriaceae	propionibacterium	propionibacterium acnes	bacteria	Root;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__propionibacteriaceae;g__propionibacterium;s__propionibacterium acnes;		  actinobacteridae	__propionibacterineae	
OTU_33	uncultured acidovorax sp. 	bacteria	proteobacteria	betaproteobacteria	burkholderiales	comamonadaceae	acidovorax	acidovorax spp.	bacteria	Root;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__acidovorax;s__acidovorax spp.;				
OTU_34	d25313.1 rhodoplanes roseus str. 941  	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	hyphomicrobiaceae	rhodoplanes	rhodoplanes elegans	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__rhodoplanes;s__rhodoplanes elegans;				
OTU_35	uncultured acetobacter sp. 	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	acetobacteraceae	acetobacter	acetobacter spp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__acetobacter;s__acetobacter spp.;				
OTU_36	pontibacter salisaro 	bacteria	bacteroidetes	cytophagia	cytophagales	cytophagaceae	pontibacter	pontibacter salisaro	bacteria	Root;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__pontibacter;s__pontibacter salisaro;	bacteroidetes/chlorobi group			
OTU_37	barnesiella viscericola dsm 18177 	bacteria	bacteroidetes	bacteroidia	bacteroidales	porphyromonadaceae	barnesiella	barnesiella viscericola	bacteria	Root;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__porphyromonadaceae;g__barnesiella;s__barnesiella viscericola;	bacteroidetes/chlorobi group			
OTU_39	pleomorphomonas sp. r5_392 	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	methylocystaceae	pleomorphomonas	pleomorphomonas sp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas sp.;				
OTU_40	opitutus sp. enrichment culture clone lt_b7 	bacteria	verrucomicrobia	opitutae	opitutales	opitutaceae	opitutus	opitutus sp.	bacteria	Root;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus sp.;	chlamydiae/verrucomicrobia group			
OTU_41	ay297802.1 waterlogged archaeological wood clone pach82  	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	methylocystaceae	pleomorphomonas	pleomorphomonas oryzae	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;				
OTU_42	uncultured ancalomicrobium sp. 	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	hyphomicrobiaceae	ancalomicrobium	ancalomicrobium spp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__ancalomicrobium;s__ancalomicrobium spp.;				
OTU_43	aj582755.1 desulfovibrio ferrireducens str. cy1  	bacteria	proteobacteria	deltaproteobacteria	desulfovibrionales	desulfovibrionaceae	desulfovibrio	desulfovibrio mexicanus	bacteria	Root;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfovibrionales;f__desulfovibrionaceae;g__desulfovibrio;s__desulfovibrio mexicanus;				__delta/epsilon subdivisions
OTU_44	uncultured rhodopseudomonas sp. 	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	rhodopseudomonas	rhodopseudomonas spp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodopseudomonas;s__rhodopseudomonas spp.;				
OTU_45	uncultured bacteroides sp. 	bacteria	bacteroidetes	bacteroidia	bacteroidales	bacteroidaceae	bacteroides	bacteroides spp.	bacteria	Root;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;	bacteroidetes/chlorobi group			
OTU_46	uncultured acetobacter sp. 	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	acetobacteraceae	acetobacter	acetobacter spp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__acetobacter;s__acetobacter spp.;				
OTU_47	uncultured bacteroides sp. 	bacteria	bacteroidetes	bacteroidia	bacteroidales	bacteroidaceae	bacteroides	bacteroides spp.	bacteria	Root;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;	bacteroidetes/chlorobi group			
OTU_48	uncultured bacteroides sp. 	bacteria	bacteroidetes	bacteroidia	bacteroidales	bacteroidaceae	bacteroides	bacteroides spp.	bacteria	Root;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;	bacteroidetes/chlorobi group			
OTU_49	uncultured bacteroides sp. 	bacteria	bacteroidetes	bacteroidia	bacteroidales	bacteroidaceae	bacteroides	bacteroides spp.	bacteria	Root;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;	bacteroidetes/chlorobi group			
OTU_50	rhizobium straminoryzae 	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	rhizobiaceae	rhizobium	rhizobium straminoryzae	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiaceae;g__rhizobium;s__rhizobium straminoryzae;				
OTU_51	uncultured pontibacter sp. 	bacteria	bacteroidetes	cytophagia	cytophagales	cytophagaceae	pontibacter	pontibacter spp.	bacteria	Root;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__pontibacter;s__pontibacter spp.;	bacteroidetes/chlorobi group			
OTU_52	eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	rhodospirillaceae	magnetospirillum	magnetospirillum sp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__magnetospirillum;s__magnetospirillum sp.;				
OTU_53	fj540915.1 bradyrhizobium yuanmingense str. dtb9  	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium yuanmingense	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__bradyrhizobium;s__bradyrhizobium yuanmingense;				
OTU_54	phaeospirillum sp. ak32 	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	rhodospirillaceae	phaeospirillum	phaeospirillum sp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__phaeospirillum;s__phaeospirillum sp.;				
OTU_56	uncultured bacteroides sp. 	bacteria	bacteroidetes	bacteroidia	bacteroidales	bacteroidaceae	bacteroides	bacteroides spp.	bacteria	Root;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;	bacteroidetes/chlorobi group			
OTU_57	af529115.1 trichloroethene_contaminated site clone ftlm116 proteobacterium  	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	afipia	afipia sp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__afipia;s__afipia sp.;				
OTU_58	uncultured opitutus sp. 	bacteria	verrucomicrobia	opitutae	opitutales	opitutaceae	opitutus	opitutus spp.	bacteria	Root;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;	chlamydiae/verrucomicrobia group			
OTU_59	pontibacter sp. swu8 	bacteria	bacteroidetes	cytophagia	cytophagales	cytophagaceae	pontibacter	pontibacter sp.	bacteria	Root;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__pontibacter;s__pontibacter sp.;	bacteroidetes/chlorobi group			
OTU_60	pleomorphomonas sp. r5_392 	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	methylocystaceae	pleomorphomonas	pleomorphomonas sp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas sp.;				
OTU_61	ay297802.1 waterlogged archaeological wood clone pach82  	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	methylocystaceae	pleomorphomonas	pleomorphomonas oryzae	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;				
OTU_62	pontibacter sp. nrtx 	bacteria	bacteroidetes	cytophagia	cytophagales	cytophagaceae	pontibacter	pontibacter sp.	bacteria	Root;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__pontibacter;s__pontibacter sp.;	bacteroidetes/chlorobi group			
OTU_63	ab079679.1 rhodopseudomonas sp. hmd89  	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	afipia	afipia sp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__afipia;s__afipia sp.;				
OTU_64	aj563927.1 methylocella palustris str. h4  	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	beijerinckiaceae	methylocella	methylocella palustris	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__beijerinckiaceae;g__methylocella;s__methylocella palustris;				
OTU_65	uncultured fibrobacter sp. 	bacteria	fibrobacteres	fibrobacteria	fibrobacterales	fibrobacteraceae	fibrobacter	fibrobacter spp.	bacteria	Root;k__bacteria;p__fibrobacteres;c__fibrobacteria;o__fibrobacterales;f__fibrobacteraceae;g__fibrobacter;s__fibrobacter spp.;	fibrobacteres/acidobacteria group			
OTU_67	eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	rhodospirillaceae	magnetospirillum	magnetospirillum sp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__magnetospirillum;s__magnetospirillum sp.;				
OTU_68	eu767784.1 pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone c3_121  	bacteria	bacteroidetes	bacteroidia	bacteroidales	bacteroidaceae	bacteroides	bacteroides fragilis	bacteria	Root;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides fragilis;	bacteroidetes/chlorobi group			
OTU_69	uncultured opitutus sp. 	bacteria	verrucomicrobia	opitutae	opitutales	opitutaceae	opitutus	opitutus spp.	bacteria	Root;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;	chlamydiae/verrucomicrobia group			
OTU_70	uncultured enterobacter sp. 	bacteria	proteobacteria	gammaproteobacteria	enterobacteriales	enterobacteriaceae	enterobacter	enterobacter spp.	bacteria	Root;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__enterobacter;s__enterobacter spp.;				
OTU_71	rhodoblastus acidophilus 	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	rhodoblastus	rhodoblastus acidophilus	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodoblastus;s__rhodoblastus acidophilus;				
OTU_72	phaeospirillum sp. ak32 	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	rhodospirillaceae	phaeospirillum	phaeospirillum sp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__phaeospirillum;s__phaeospirillum sp.;				
OTU_73	eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	rhodospirillaceae	magnetospirillum	magnetospirillum sp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__magnetospirillum;s__magnetospirillum sp.;				
OTU_74	uncultured bacteroides sp. 	bacteria	bacteroidetes	bacteroidia	bacteroidales	bacteroidaceae	bacteroides	bacteroides spp.	bacteria	Root;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;	bacteroidetes/chlorobi group			
OTU_75	ay297802.1 waterlogged archaeological wood clone pach82  	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	methylocystaceae	pleomorphomonas	pleomorphomonas oryzae	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;				
OTU_76	uncultured acetobacter sp. 	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	acetobacteraceae	acetobacter	acetobacter spp.	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__acetobacter;s__acetobacter spp.;				
OTU_77	am947938.1 rhodopseudomonas pangongensis str. ja310  	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	rhodopseudomonas	rhodopseudomonas pangongensis	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodopseudomonas;s__rhodopseudomonas pangongensis;				
OTU_78	aj318524.1 rhodovibrio sodomensis str. sg3105  	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	rhodospirillaceae	rhodovibrio	rhodovibrio sodomensis	bacteria	Root;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__rhodovibrio;s__rhodovibrio sodomensis;				
OTU_79	uncultured bacteroides sp. 	bacteria	bacteroidetes	bacteroidia	bacteroidales	bacteroidaceae	bacteroides	bacteroides spp.	bacteria	Root;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;	bacteroidetes/chlorobi group			
OTU_80	uncultured bacteroides sp. 	bacteria	bacteroidetes	bacteroidia	bacteroidales	bacteroidaceae	bacteroides	bacteroides spp.	bacteria	Root;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;	bacteroidetes/chlorobi group			
